"","duration","gross","genres","movie_title","num_voted_users","plot_keywords","movie_imdb_link","language","country","budget","title_year","imdb_score"
"1756",101,67266300,"Comedy","Role Models ",195255,"absent father|big brother|community service|live action role playing|peter pan syndrome","http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1","English","Germany",2.8e+07,2008,6.9
"1757",130,70235322,"Biography|Comedy|Drama|History","The Big Short ",182983,"bank|banking|finance|fraud|mortgage","http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2015,7.8
"1758",120,7443007,"Comedy|Drama|Music","Taking Woodstock ",24663,"female full frontal nudity|female nudity|male frontal nudity|male full frontal nudity|male nudity","http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1","English","USA",3e+07,2009,6.7
"1759",135,64371181,"Biography|Drama|History|Sport","Miracle ",36636,"1980s|hockey|ice hockey|olympics|soviet union","http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2004,7.5
"1760",110,58885635,"Action|Horror|Thriller","Dawn of the Dead ",194422,"mall|mayhem|nurse|rear entry sex|survival horror","http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2004,7.4
"1761",103,60400856,"Comedy|Romance","The Wedding Planner ",61317,"chick flick|doctor|horseback riding|wedding|wedding planner","http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1","English","Germany",3.5e+07,2001,5.2
"1763",110,52353636,"Comedy|Drama","The Royal Tenenbaums ",209133,"brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window","http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1","English","USA",2.1e+07,2001,7.6
"1764",91,51475962,"Mystery|Thriller","Identity ",177828,"dissociative identity disorder|motel room key|murder|storm|stranded","http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1","English","USA",3e+07,2003,7.3
"1765",105,63910583,"Comedy|Romance","Last Vegas ",106755,"bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas","http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2013,6.6
"1766",127,62300000,"Action|Adventure|Thriller","For Your Eyes Only ",72085,"agent|british|ice skater|ship|spy","http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1","English","UK",2.8e+07,1981,6.8
"1767",82,49968653,"Comedy|Romance","Serendipity ",85423,"christmas|destiny|fate|love|serendipity","http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2001,6.9
"1768",99,44450000,"Action|Crime|Sci-Fi|Thriller","Timecop ",44394,"cop|corrupt politician|future|senator|time travel","http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1","English","Canada",2.7e+07,1994,5.8
"1769",90,45162741,"Comedy","Zoolander ",201084,"fashion|malaysia|male model|reporter|rival","http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1","English","Germany",2.8e+07,2001,6.6
"1770",115,71346930,"Drama|Romance|Thriller","Safe Haven ",78008,"abusive husband|chick flick|north carolina|secret|widower","http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2013,6.7
"1771",96,39514713,"Comedy|Family|Fantasy","Hocus Pocus ",60494,"candle|cat|halloween|spell|virgin","http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1","English","USA",2.8e+07,1993,6.7
"1772",104,43097652,"Comedy|Drama|Romance","No Reservations ",59068,"chef|cooking|guardian|kitchen|restaurant","http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2007,6.3
"1773",117,48043505,"Action|Comedy","Kick-Ass ",435864,"comic book|female killer|hit in the crotch|narrated by character|reference to batman","http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1","English","UK",3e+07,2010,7.7
"1774",83,37053924,"Action|Comedy|Crime","30 Minutes or Less ",77935,"bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal","http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1","English","Germany",2.8e+07,2011,6.1
"1775",99,33000377,"Action|Fantasy|Horror|Thriller","Dracula 2000 ",27378,"dracula|gothic|painting|rescue|van helsing","http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2000,4.9
"1776",81,66950483,"Comedy|Family","Alexander and the Terrible, Horrible, No Good, Very Bad Day ",29738,"bad day|based on book|birthday|job interview|long title","http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2014,6.2
"1777",135,38372662,"Drama|Romance","Pride & Prejudice ",193455,"bachelor|england|gentleman|georgian|love","http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1","English","France",2.8e+07,2005,7.8
"1778",117,27000000,"Sci-Fi|Thriller","Blade Runner ",461609,"artificial intelligence|human android relationship|megacorporation|police detective|tech noir","http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1","English","USA",2.8e+07,1982,8.2
"1779",139,31600000,"Adventure|Biography","Rob Roy ",34427,"18th century|highlands|scotland|sexual cruelty|sword fight","http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1","English","USA",2.8e+07,1995,6.9
"1780",123,30688364,"Action|Drama|Thriller","3 Days to Kill ",69355,"cancer|estranged wife|leather dress|spy|terrorist","http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2014,6.2
"1781",117,28563179,"Crime|Drama|Thriller","We Own the Night ",72693,"arrest|drugs|loyalty|raid|violence","http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1","English","USA",2.1e+07,2007,6.9
"1782",97,16779636,"Drama|Horror|Thriller","Lost Souls ",9338,"faith|mental patient|priest|scheme|teacher","http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2000,4.8
"1783",81,10762178,"Documentary","Winged Migration ",10369,"arctic|bad weather|flight|migration|ocean","http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1","English","France",1.6e+08,2001,8
"1784",103,17324744,"Comedy|Fantasy|Romance","Just My Luck ",44103,"bad luck|band|kiss|luck|masquerade","http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2006,5.3
"1785",119,8888143,"Comedy|Drama|Sport","Mystery, Alaska ",22250,"alaska|male nudity|nudity|sex|small town","http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1","English","Canada",2.8e+07,1999,6.7
"1786",94,24268828,"Action|Comedy|Family","The Spy Next Door ",29971,"chinese|cia|single mother|spy|terrorist","http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2010,5.4
"1787",89,8119205,"Comedy|Family|Fantasy","A Simple Wish ",4288,"8 year old|convention|magic|magic wand|male fairy godmother","http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1","English","USA",2.8e+07,1997,5.4
"1788",98,8434601,"Action|Horror|Sci-Fi","Ghosts of Mars ",43006,"head on a stake|machine gun|martian|nuclear reactor|outer space","http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2001,4.9
"1789",107,6998324,"Comedy|Drama","Our Brand Is Crisis ",11476,"bolivia|box office flop|inspired by documentary|presidential campaign|year 2002","http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2015,6.1
"1790",108,10907291,"Action|Horror|Romance","Pride and Prejudice and Zombies ",23775,"based on novel|damsel in distress|deception|england|zombie","http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2016,5.8
"1791",134,5532301,"Biography|Drama|History|War","Kundun ",21606,"chinese|dalai lama|lama|tibet|tibetan","http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1","English","USA",2.8e+07,1997,7
"1792",110,2775593,"Comedy|Drama|Romance","How to Lose Friends & Alienate People ",61269,"celebrity|party|pig|starlet|writer","http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1","English","UK",2.7e+07,2008,6.5
"1793",103,28751715,"Action|Comedy|Crime","Kick-Ass 2 ",202967,"hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero","http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2013,6.6
"1795",100,20285518,"Action|Crime|Drama|Thriller","Brick Mansions ",32103,"bare chested male bondage|crime lord|die hard scenario|two word title|undercover","http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1","English","France",2.8e+07,2014,5.7
"1796",131,67900000,"Action|Adventure|Thriller","Octopussy ",74374,"agent|egg|faberge egg|general|russian","http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1","English","UK",27500000,1983,6.6
"1797",133,148734225,"Comedy|Romance","Knocked Up ",298590,"one night stand|pregnancy|slacker|unplanned pregnancy|website","http://www.imdb.com/title/tt0478311/?ref_=fn_tt_tt_1","English","USA",3e+07,2007,7
"1798",109,49185998,"Drama","My Sister's Keeper ",74476,"hospital|leukemia|oncology|sick child|terminal illness","http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1","English","USA",3e+07,2009,7.4
"1799",114,42168445,"Comedy|Drama|Romance","Welcome Home, Roscoe Jenkins ",10791,"african american protagonist|comma in title|four word title|name in title|talk show host","http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1","English","USA",3.5e+07,2008,5.3
"1800",164,26400000,"Adventure|Drama|History","A Passage to India ",12980,"doctor|english|india|magistrate|mosque","http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1","English","UK",1.6e+07,1984,7.4
"1801",92,17508670,"Crime|Drama|Romance|Thriller","Notes on a Scandal ",64625,"age difference|school|student|teacher|writing","http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1","English","UK",1.5e+07,2006,7.4
"1802",122,9664316,"Drama|Thriller","Rendition ",47203,"american|bare chested male bondage|cia|detention|interrogation","http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1","English","USA",27500000,2007,6.8
"1804",110,74888996,"Action|Adventure|Sci-Fi|Thriller","Star Trek VI: The Undiscovered Country ",55513,"captain|explosion|klingon|moon|peace","http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1","English","USA",3e+07,1991,7.2
"1805",116,69586544,"Drama","Divine Secrets of the Ya-Ya Sisterhood ",15352,"flashback|interview|louisiana|playwright|secret society","http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1","English","USA",2.7e+07,2002,6
"1806",106,362645141,"Adventure|Drama|Family|Fantasy","The Jungle Book ",106221,"fire|jungle|remake|tiger|wolf","http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1","English","UK",1.75e+08,2016,7.8
"1807",115,60491560,"Crime|Drama|Mystery|Thriller","Kiss the Girls ",50653,"detective|kidnapping|punching a heavy bag|serial killer|tied to a tree","http://www.imdb.com/title/tt0119468/?ref_=fn_tt_tt_1","English","USA",2.7e+07,1997,6.6
"1808",148,54200000,"Action|Comedy|Crime|Music","The Blues Brothers ",142448,"band|catholic|money|parolee|prison","http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1","English","USA",2.7e+07,1980,7.9
"1810",118,30920167,"Comedy|Music","Joyful Noise ",6476,"bare chested male|chips|two word title","http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1","English","USA",2.5e+07,2012,5.7
"1811",101,40566655,"Comedy|Drama|Romance","About a Boy ",144021,"boy|friend|imaginary son|single father|single mother","http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1","English","UK",3e+07,2002,7.1
"1812",82,31768374,"Action|Comedy|Horror","Lake Placid ",42761,"crocodile|eaten alive|lake|maine|sheriff","http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1","English","USA",2.7e+07,1999,5.6
"1813",110,22494487,"Crime|Drama|Mystery|Thriller","Lucky Number Slevin ",262153,"coroner|death|gay son|love|mistaken identity","http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1","English","Germany",2.7e+07,2006,7.8
"1814",193,21500000,"Adventure|Drama|History","The Right Stuff ",45271,"astronaut|sound barrier|space program|u.s. air force|u.s. space program","http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1","English","USA",2.7e+07,1983,7.9
"1815",130,4463292,"Drama|History|Thriller","Anonymous ",34488,"earl of oxford|play|queen|rebellion|shakespeare play","http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1","English","UK",3e+07,2011,6.9
"1817",111,14337579,"Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller","Dark City ",156929,"memory|murder|neo noir|retrofuturism|tech noir","http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1","English","Australia",2.7e+07,1998,7.7
"1818",110,13823741,"Biography|Drama|History|Romance","The Duchess ",61777,"duchess|duke|heir|infidelity|marriage","http://www.imdb.com/title/tt0864761/?ref_=fn_tt_tt_1","English","UK",13500000,2008,6.9
"1821",123,10297897,"Action|Crime|Drama|History|Western","The Newton Boys ",8309,"bank robber|brother brother relationship|crime spree|explosive|train","http://www.imdb.com/title/tt0120769/?ref_=fn_tt_tt_1","English","USA",2.7e+07,1998,6
"1822",109,13248477,"Horror|Mystery|Thriller","Case 39 ",60555,"death|fear|hairy chest|social worker|spinning in chair","http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1","English","USA",2.7e+07,2009,6.2
"1823",99,8712564,"Crime|Drama|Mystery|Thriller","Suspect Zero ",16555,"fbi|fbi agent|murder|salesman|serial killer","http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1","English","USA",2.7e+07,2004,5.9
"1824",106,7486906,"Comedy|Drama|Family","Martian Child ",17436,"adopted son|adoption|boy|mars the planet|widower","http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1","English","USA",2.7e+07,2007,6.8
"1825",89,38536376,"Action|Adventure|Comedy|Family|Sci-Fi","Spy Kids: All the Time in the World in 4D ",15866,"2010s|3 dimensional|breath holding contest|child spy|spy","http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1","English","USA",2.7e+07,2011,3.6
"1826",98,41008532,"Crime|Drama|Thriller","Money Monster ",19611,"death|hostage|money|shot in the chest|shot in the heart","http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1","English","USA",2.7e+07,2016,6.7
"1827",93,5204007,"Action|Comedy|Crime|Thriller","Formula 51 ",42876,"american in the uk|drug lord|drugs|gangster|organized crime","http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1","English","UK",2.8e+07,2001,6.3
"1828",112,4485485,"Comedy|Crime|Drama","Flawless ",14612,"gay interest|gay lead character|gay republican|homosexual|neighbor","http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1","English","USA",1.5e+07,1999,6.4
"1829",101,4476235,"Crime|Horror|Mystery|Thriller","Mindhunters ",49405,"fbi|group|island|serial killer|training","http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1","English","USA",2.7e+07,2004,6.4
"1830",104,1089365,"Comedy|Drama","What Just Happened ",23767,"actor|agent|beard|cannes|hollywood","http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1","English","USA",2.5e+07,2008,5.7
"1831",120,763044,"Drama|Thriller","The Statement ",4257,"eiffel tower|nazi|police|ritual|stew","http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1","English","Canada",2.3e+07,2003,6.2
"1833",91,20819129,"Action|Comedy|Crime","Paul Blart: Mall Cop ",84209,"cell phone|hostage|mall|security guard|text messaging","http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2009,5.2
"1834",97,110222438,"Comedy|Family|Fantasy|Music|Romance","Freaky Friday ",96693,"body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones","http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2003,6.1
"1835",133,109243478,"Comedy|Romance","The 40-Year-Old Virgin ",313797,"40 year old|car accident|cheating on girlfriend|collection|porno movie","http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2005,7.1
"1836",123,100241322,"Comedy|Drama|Romance","Shakespeare in Love ",175524,"actor|audition|muse|playwright|theater","http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1","English","USA",2.5e+07,1998,7.2
"1837",114,25977365,"Crime|Drama|Mystery|Thriller","A Walk Among the Tombstones ",87950,"drug dealer|ex cop|murder of wife|revenge|violence","http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2014,6.5
"1838",111,91457688,"Action|Comedy|Crime","Kindergarten Cop ",107801,"astoria|kindergarten|kindergarten teacher|school|teacher","http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1","English","USA",2.6e+07,1990,6
"1839",117,87341380,"Action|Comedy|Crime","Pineapple Express ",255257,"murder|paranoia|process server|roach|stoner","http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1","English","USA",2.7e+07,2008,7
"1840",121,65703412,"Comedy|Drama|Romance","Ever After: A Cinderella Story ",57958,"based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci","http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1","English","USA",2.6e+07,1998,7
"1841",139,58328680,"Drama|Romance|Western","Open Range ",54096,"boss|cattle|cowboy|rancher|violence","http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1","English","USA",2.2e+07,2003,7.5
"1842",115,61490000,"Drama|Horror|Sci-Fi|Thriller","Flatliners ",62037,"childhood trauma|death|medical student|memory|near death experience","http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1","English","USA",2.6e+07,1990,6.6
"1844",175,50800000,"Drama|History|War","A Bridge Too Far ",40277,"airborne troops|allies|operation market garden|panzer|paratrooper","http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1","English","USA",2.6e+07,1977,7.4
"1845",85,57859105,"Mystery|Thriller","Red Eye ",94108,"airport|flight|hotel|hotel manager|plane","http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2005,6.5
"1846",90,46455802,"Horror|Thriller","Final Destination 2 ",120786,"car accident|death|freak accident|hospital|premonition","http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2003,6.2
"1847",107,45506619,"Adventure|Comedy|Crime|Music","O Brother, Where Art Thou? ",225102,"baby|bank|blind prophet|convict|sirens","http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1","English","UK",2.6e+07,2000,7.8
"1848",100,40168080,"Action|Fantasy|Horror","Legion ",80870,"angel|diner|faith|human race|religious faith","http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2010,5.2
"1849",129,49874933,"Comedy|Crime|Drama","Pain & Gain ",161168,"american dream|bodybuilder|money|punch into the camera|reference to julia roberts","http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2013,6.5
"1850",109,45489752,"Comedy|Drama|Romance","In Good Company ",48973,"company|corporate takeover|executive|magazine|new boss","http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2004,6.5
"1851",94,36985501,"Action|Adventure|Comedy|Sci-Fi|Thriller","Clockstoppers ",11212,"frozen time|stopped time|time freeze|watch|wristwatch","http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2002,5.2
"1852",133,33200000,"Action|Crime|Drama|Western","Silverado ",28247,"1880s|kiss|small town|table broken in fight|wild west","http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1","English","USA",2.6e+07,1985,7.2
"1853",105,28501651,"Drama|Thriller","Brothers ",88035,"afghanistan|death of soldier|presumed dead|prisoner|war trauma","http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2009,7.1
"1854",100,23222861,"Action|Adventure|Comedy|Family|Romance|Sci-Fi","Agent Cody Banks 2: Destination London ",11092,"chase|evil scientist|gadget|mind control|tough girl","http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2004,4.5
"1855",113,54540525,"Comedy|Romance","New Year's Eve ",66579,"expecting|kiss|new year|new year's eve|singer","http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1","English","USA",5.6e+07,2011,5.7
"1856",118,16252765,"Drama|Mystery|Romance|Thriller","Original Sin ",44913,"delaware|erotica|money|pursuit|sex scene","http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1","English","France",4.2e+07,2001,6
"1857",110,16005978,"Crime|Mystery|Thriller","The Raven ",72886,"mask|murder|newspaper|poem|serial killer","http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2012,6.4
"1858",110,14469428,"Comedy|Romance","Welcome to Mooseport ",10667,"mayor|pink panties|upskirt|white panties|yellow panties","http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2004,5.2
"1859",99,13829734,"Action|Fantasy|Romance|Sci-Fi","Highlander: The Final Dimension ",16194,"cave|highlander|illusion|immortal|japan","http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1","English","Canada",2.6e+07,1994,4.3
"1860",101,1075288,"Crime|Drama|Thriller","Blood and Wine ",7772,"diamond|necklace|safecracker|wine|wine dealer","http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1","English","USA",2.2e+07,1996,6.1
"1862",103,7496522,"Comedy|Crime|Mystery|Romance","The Curse of the Jade Scorpion ",31798,"efficiency expert|insurance investigator|magician|scorpion|thief","http://www.imdb.com/title/tt0256524/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2001,6.8
"1864",95,20047715,"Adventure|Family","Flipper ",8008,"dolphin|florida|florida keys|summer|vomiting","http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1","English","USA",25530000,1996,5.2
"1865",117,12276810,"Action|Mystery|Sci-Fi|Thriller","Self/less ",57674,"cancer|elderly man|funeral|medical|transhumanism","http://www.imdb.com/title/tt2140379/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2015,6.5
"1866",129,33565375,"Drama|Mystery|Romance|Thriller","The Constant Gardener ",111351,"death|diplomat|doctor|kenya|murder","http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1","English","UK",1.5e+07,2005,7.5
"1867",120,499263,"Drama","The Passion of the Christ ",179235,"anti semitism|cult film|grindhouse|suffering|torture","http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1","Aramaic","USA",3e+07,2004,7.1
"1868",125,219200000,"Comedy|Drama|Family|Romance","Mrs. Doubtfire ",181380,"actor|based on novel|fancy restaurant|male actor playing a female character|party","http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1","English","USA",2.5e+07,1993,6.9
"1869",133,172825435,"Drama","Rain Man ",383784,"buick|convertible|last will and testament|savant|travel","http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1","English","USA",2.5e+07,1988,8
"1870",116,148085755,"Drama","Gran Torino ",561773,"gang|gang rape|hmong|teenager|widower","http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1","English","USA",3.3e+07,2008,8.2
"1871",129,25517500,"Biography|Drama|History","W. ",40941,"bible|cabinet meeting|dog|drinking|family relationships","http://www.imdb.com/title/tt1175491/?ref_=fn_tt_tt_1","English","USA",25100000,2008,6.4
"1872",93,145000989,"Action|Thriller","Taken ",483756,"agent|cia|france|rescue|teenage abduction","http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1","English","France",2.5e+07,2008,7.9
"1873",118,26761283,"Drama|Romance","The Best of Me ",43084,"adultery|based on novel|heart transplant|infidelity|protective male","http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1","English","USA",2.6e+07,2014,6.7
"1874",129,121945720,"Action|Drama|Music|Romance","The Bodyguard ",89972,"bodyguard|manager|pop singer|secret service agent|singer","http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1","English","USA",2.5e+07,1992,6.1
"1875",185,96067179,"Biography|Drama|History","Schindler's List ",865020,"german|german soldier|jew|jewish|nazi","http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1","English","USA",2.2e+07,1993,8.9
"1876",146,169705587,"Drama","The Help ",318955,"black servant|chocolate pie|jackson mississippi|maid|writing a novel","http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1","English","USA",2.5e+07,2011,8.1
"1877",128,3254172,"Biography|Drama|Thriller","The Fifth Estate ",29282,"computer hacker|internet|news leak|whistleblowing|wikileaks","http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1","English","USA",2.8e+07,2013,6.2
"1878",93,84185387,"Adventure|Comedy|Family|Fantasy|Horror|Mystery","Scooby-Doo 2: Monsters Unleashed ",33180,"ghost|masked villain|monster|museum|tv","http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1","English","USA",8e+07,2004,4.9
"1880",97,82163317,"Action|Horror|Thriller","Freddy vs. Jason ",89101,"elm street|freddy krueger|jason voorhees|serial killer|slasher","http://www.imdb.com/title/tt0329101/?ref_=fn_tt_tt_1","English","USA",3e+07,2003,5.8
"1882",82,80920948,"Action|Adventure|Animation|Comedy|Family|Sci-Fi","Jimmy Neutron: Boy Genius ",23943,"alien|boy genius|children|genius|rescue","http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1","English","USA",3e+07,2001,6
"1883",85,80034302,"Action|Adventure|Horror|Sci-Fi","Cloverfield ",296787,"brooklyn new york city|found footage|night vision|statue of liberty new york city|subway tunnel","http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1","English","USA",2.5e+07,2008,7
"1884",88,78656813,"Action|Adventure|Comedy|Family|Sci-Fi","Teenage Mutant Ninja Turtles II: The Secret of the Ooze ",42765,"chop socky|mutant|ninja|shredder|turtle","http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1","English","USA",2.5e+07,1991,6
"1885",119,76270454,"Crime|Drama|Thriller","The Untouchables ",219008,"corrupt judge|tax evasion|tough cop|white suit|year 1930","http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1","English","USA",2.5e+07,1987,7.9
"1886",122,74273505,"Crime|Drama|Thriller","No Country for Old Men ",612060,"coin toss|desert|sheriff|texas|tracking device","http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1","English","USA",2.5e+07,2007,8.1
"1887",99,134141530,"Action|Comedy|Crime|Romance","Ride Along ",75903,"gunfight|outrunning explosion|police|security guard|street shootout","http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1","English","USA",2.5e+07,2014,6.2
"1888",97,71500556,"Comedy|Drama|Romance","Bridget Jones's Diary ",171568,"american actress playing british character|book publishing|calorie counting|employer employee relationship|rabbit costume","http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1","English","UK",2.6e+07,2001,6.7
"1889",121,71309760,"Drama|Romance","Chocolat ",150308,"chocolate|chocolate shop|food|france|village","http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1","English","UK",2.5e+07,2000,7.3
"1890",95,89808372,"Comedy","Legally Blonde 2: Red, White & Blonde ",46417,"animal rights|congresswoman|doorman|transvestism|washington d.c.","http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1","English","USA",4.5e+07,2003,4.6
"1891",105,77264926,"Comedy|Family","Parental Guidance ",21176,"chores|father figure|helicopter parents|in laws|punishment","http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1","English","USA",2.5e+07,2012,6.1
